id;eng_title;rus_title;rating
570494;Nocturnal Animals;Под покровом ночи (2016);8
570494;Palm Springs;Зависнуть в Палм-Спрингс (2020);8
570494;Lucy;Люси (2014);7
570494; ;Москва слезам не верит (1979);9
570494;Druk;Еще по одной (2020);7
570494;Tenet;Довод (2020);7
570494;Greenland;Гренландия (2020);8
570494;Gone with the Wind;Унесенные ветром (1939);7
570494;Requiem for a Dream;Реквием по мечте (2000);8
570494;Extraction;Тайлер Рейк: Операция по спасению (2020);6
570494;A Streetcar Named Desire;Трамвай «Желание» (1951);6
570494;The Tree of Life;Древо жизни (2010);5
570494;The Artist;Артист (2011);7
570494;Drive;Драйв (2011);7
570494;Shutter Island;Остров проклятых (2009);8
570494;Black Swan;Чёрный лебедь (2010);8
570494;Midsommar;Солнцестояние (2019);7
570494;The Wave;Ловушка разума (2019);7
570494;Contagion;Заражение (2011);7
570494;El hoyo;Платформа (2019);6
570494;Midnight in Paris;Полночь в Париже (2011);7
570494;Coherence;Связь (2012);7
570494;Perfectos desconocidos;Идеальные незнакомцы (2017);7
570494;Inglourious Basterds;Бесславные ублюдки (2009);8
570494;Doctor Sleep;Доктор Сон (2019);7
570494;Vice;Власть (2018);6
570494;The Favourite;Фаворитка (2018);6
570494;Knives Out;Достать ножи (2019);8
570494;A Rainy Day in New York;Дождливый день в Нью-Йорке (2019);8
570494;Ad Astra;К звёздам (2019);7
570494;The Gentlemen;Джентльмены (2019);9
570494;Villains;Злодеи (2019);7
570494;Uncut Gems;Неогранённые алмазы (2019);7
570494;1917;1917 (2019);7
570494;Gisaengchung;Паразиты (2019);6
570494;Knockin' on Heaven's Door;Достучаться до небес (1997);8
570494;Fight Club;Бойцовский клуб (1999);8
570495;Joker;Джокер (2019);8
570495;Zack Snyder's Justice League;Лига справедливости Зака Снайдера (2021);10
570498;Requiem for a Dream;Реквием по мечте (2000);10
570498;Ad Astra;К звёздам (2019);9
570498;Everest;Эверест (2015);8
570498;Palm Springs;Зависнуть в Палм-Спрингс (2020);10
570498;El hoyo;Платформа (2019);10
570498; ;Брат (1997);10
570498;Gattaca;Гаттака (1997);9
570498; ;СуперБобровы (2016);7
570498; ;Граффити (2005);10
570498;Ender's Game;Игра Эндера (2013);10
570498; ;Метро (2012);9
570498;Catch Me If You Can;Поймай меня, если сможешь (2002);
570498; ;Бриллиантовая рука (1968);
570498;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);
570498;Back to the Future;Назад в будущее (1985);10
570498;Gladiator;Гладиатор (2000);
570498;Pulp Fiction;Криминальное чтиво (1994);
570498;The Hobbit: An Unexpected Journey;Хоббит: Нежданное путешествие (2012);
570498; ;Операция «Ы» и другие приключения Шурика (1965);
570498;A Beautiful Mind;Игры разума (2001);
570498; ;Иван Васильевич меняет профессию (1973);
570498;Fight Club;Бойцовский клуб (1999);
570498;The Lion King;Король Лев (1994);
570498;Forrest Gump;Форрест Гамп (1994);
570498;The Green Mile;Зеленая миля (1999);
570498;Inception;Начало (2010);9
570498;Melancholia;Меланхолия (2011);5
570498;Harry Potter and the Deathly Hallows: Part 1;Гарри Поттер и Дары Смерти: Часть I (2010);9
570498;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);4
570499;Ex Machina;Из машины (2014);
570499;Red Sparrow;Красный воробей (2018);
570499; ;Давай разведемся! (2019);
570499; ;Дурак (2014);
570499;The Gentlemen;Джентльмены (2019);
570499;Abominable;Эверест (2019);
570499;The Hustle;Отпетые мошенницы (2019);
570499; ;12 (2007);
570499;Marriage Story;История о супружестве (2019);
570499;Surrogates;Суррогаты (2009);
570499;Gattaca;Гаттака (1997);
570499;Knives Out;Достать ножи (2019);
570499;The Room;Комната желаний (2018);
570499;Gisaengchung;Паразиты (2019);
570499;The Irishman;Ирландец (2019);
570499;Hustlers;Стриптизёрши (2019);
570499;Ad Astra;К звёздам (2019);
570499;Justice League;Лига справедливости (2017);
570499;Batman v Superman: Dawn of Justice;Бэтмен против Супермена: На заре справедливости (2016);
570499;Man of Steel;Человек из стали (2013);
570499;Downton Abbey;Аббатство Даунтон (2019);
570499;The Wolf of Wall Street;Волк с Уолл-стрит (2013);
570499;The Big Short;Игра на понижение (2015);
570499;The Dark Knight;Темный рыцарь (2008);
570499;Joker;Джокер (2019);7
570499;Midsommar;Солнцестояние (2019);5
570499;Spider-Man: Far from Home;Человек-паук: Вдали от дома (2019);6
570499;Ant-Man and the Wasp;Человек-муравей и Оса (2018);5
570499;Kick-Ass;Пипец (2010);7
570499;The Amazing Spider-Man;Новый Человек-паук (2012);5
570499;Nomis;Игра Ганнибала (2018);6
570499;Dark Phoenix;Люди Икс: Тёмный Феникс (2019);3
570499;Once Upon a Time... in Hollywood;Однажды в… Голливуде (2019);5
570499;The Grand Budapest Hotel;Отель «Гранд Будапешт» (2014);4
570499;Four Rooms;Четыре комнаты (1995);8
570499;Long Shot;Та ещё парочка (2019);4
570499;Dreamgirls;Девушки мечты (2006);5
570499;The Lion King;Король Лев (2019);8
570499;I Am Mother;Дитя робота (2018);7
570499;John Wick: Chapter 3 - Parabellum;Джон Уик 3 (2019);4
570499;Annabelle Comes Home;Проклятие Аннабель 3 (2019);7
570499;God's Not Dead;Бог не умер (2014);4
570499;Collateral Beauty;Призрачная красота (2016);10
570499;Carnage;Резня (2011);8
570499;Ghost in the Shell;Призрак в доспехах (2017);4
570499;The Kissing Booth;Калейдоскоп поцелуев (2018);5
570499;Allied;Союзники (2016);5
570499;After the Dark;Философы: Урок выживания (2013);6
570499;Snowpiercer;Сквозь снег (2013);5
570505;Spring;Весна (2014);
570505;Harpoon;Гарпун (2019);
570505;Den skyldige;Виновный (2017);
570505;Dead Man's Shoes;Ботинки мертвеца (2004);
570505;El hoyo;Платформа (2019);
570505;De behandeling;Исцеление (2014);
570505;Summer of 84;Лето 84 (2017);
570505;Blood Punch;Кровавый пунш (2014);
570505;Deathgasm;Смертельный оргазм (2015);
570505;Demon;Демон (2015);
570505;Dans la maison;В доме (2012);
570505;Tras el cristal;За стеклом (1987);
570505;Giorgino;Джорджино (1994);
570505;Geung see;Трупное окоченение (2013);
570505;Gokseong;Вопль (2016);
570505;Hell or High Water;Любой ценой (2016);
570505;A Girl Walks Home Alone at Night;Девушка возвращается одна ночью домой (2014);
570505;Sex & Philosophy;Sex и философия (2005);
570505;Yonguija;Подозреваемый (2013);
570505;Alluda Majaaka!;Аллуда Мазаака...! (1995);
570505;Chung Hing sam lam;Чунгкингский экспресс (1994);
570505;Sleepy Hollow;Сонная Лощина (1999);
570505;They Live;Чужие среди нас (1988);
570505;H-8...;Кровь на 148 км (1958);
570505; ;Хлебный день (1998);
570505;Manborg;Мэнборг (2011);
570505;The Reflecting Skin;Отражающая кожа (1990);
570505;The Piano;Пианино (1992);
570505;Dagon;Дагон (2001);
570505;Pusher;Дилер (1996);
570505;Havoc;Крэйзи (2005);
570505;Devil's Blackjack;Дьявольский блэкджек (1999);
570505;Balada triste de trompeta;Печальная баллада для трубы (2010);
570505;The Village;Таинственный лес (2004);
570505;Akasia;Акация (2003);
570505;Blood Games;Кровавые игры (1990);
570505;Pardonnez-moi;Извините меня (2006);
570505;Eastern Promises;Порок на экспорт (2007);
570505;Snowpiercer;Сквозь снег (2013);
570505;Kind Hearts and Coronets;Добрые сердца и короны (1949);
570505; ;Я и другие (2010);
570505;Shaft;Шафт (1971);
570505;I Kina spiser de hunde;Быстрые стволы (1999);
570505;Aliens;Чужие (1986);8
570506;Revolver;Револьвер (2005);10
570509;Mar adentro;Море внутри (2004);10
570509;Intouchables;1+1 (2011);10
570509;The Shawshank Redemption;Побег из Шоушенка (1994);10
570511;Where the Wild Things Are;Там, где живут чудовища (2009);
570511;How to Train Your Dragon;Как приручить дракона (2010);10
570515;Ralph Breaks the Internet;Ральф против интернета (2018);
570515;Robot Chicken: Star Wars Episode II;Робоцып: Звездные войны. Эпизод II (2008);
570515;Mid90s;Середина 90-х (2018);
570515;Batman: Gotham Knight;Бэтмен: Рыцарь Готэма (2008);
570515;The Animatrix;Аниматрица (2003);
570515;Teenage Mutant Ninja Turtles: Out of the Shadows;Черепашки-ниндзя 2 (2016);
570515;Captain Marvel;Капитан Марвел (2019);
570515;Cars 3;Тачки 3 (2017);
570515;Cars 2;Тачки 2 (2011);
570515;Big Hero 6;Город героев (2014);
570515;*batteries not included;Батарейки не прилагаются (1987);
570515;E.T. the Extra-Terrestrial;Инопланетянин (1982);
570515;The Breakfast Club;Клуб «Завтрак» (1985);
570515;The Dirt;Компромат (2018);
570515;Triple Threat;Тройная угроза (2019);
570515;Bumblebee;Бамблби (2018);
570515;Spider-Man: Homecoming;Человек-паук: Возвращение домой (2017);
570515;Spider-Man: Into the Spider-Verse;Человек-паук: Через вселенные (2018);
570515; ;День выборов 2 (2015);
570515;Mortal Engines;Хроники хищных городов (2018);7
570515;Le professionnel;Профессионал (1981);
570515;Bohemian Rhapsody;Богемская рапсодия (2018);
570515;Tonari no Totoro;Мой сосед Тоторо (1988);
570515; ;12 стульев (1971);
570515; ;Шерлок Холмс и доктор Ватсон: Король шантажа (1980);
570515;The Blind Side;Невидимая сторона (2009);
570515; ;Шерлок Холмс и доктор Ватсон: Смертельная схватка (1980);
570515; ;Шерлок Холмс и доктор Ватсон: Знакомство (1979);
570515; ;Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей (1981);
570515;Whiplash;Одержимость (2013);
570515;Black Mirror: Bandersnatch;Черное зеркало. Бандерснэтч (2018);
570515;The Eagle;Орел Девятого легиона (2010);
570515; ;Отец солдата (1964);
570515;Anna and the King;Анна и король (1999);
570515;The Last Emperor;Последний император (1987);
570515;Aquaman;Аквамен (2018);
570515;Unbreakable;Неуязвимый (2000);
570515;Tag;Ты водишь! (2018);
570515; ;Я худею (2018);
570515;Blade Runner 2049;Бегущий по лезвию 2049 (2017);
570515;Upgrade;Апгрейд (2018);
570515;Cliffhanger;Скалолаз (1993);
570515;Nightcrawler;Стрингер (2013);
570515;Bright;Яркость (2017);
570515;The Predator;Хищник (2018);
570515;Batman: The Killing Joke;Бэтмен: Убийственная шутка (2016);
570515;Sicario 2: Soldado;Убийца 2. Против всех (2018);
570515;Venom;Веном (2018);6
570515;Carlito's Way;Путь Карлито (1993);
570516;Prometheus;Прометей (2012);10
570516;Dark Shadows;Мрачные тени (2012);5
570516;Men in Black 3;Люди в черном 3 (2012);9
570517;WALL·E;ВАЛЛ·И (2008);10
570517;Fight Club;Бойцовский клуб (1999);10
570518;Sleepers;Спящие (1996);9
570518;Conviction;Приговор (2010);8
570518;Circle of Friends;Круг друзей (1995);8
570518;Freedom Writers;Писатели свободы (2006);10
570518;L'uomo del labirinto;Девушка в лабиринте (2019);7
570518; ;Сказка странствий (1983);9
570518;La migliore offerta;Лучшее предложение (2012);6
570518;Gisaengchung;Паразиты (2019);6
570518;Gone Girl;Исчезнувшая (2014);7
570518;The Gentlemen;Джентльмены (2019);10
570518;13;13 (2009);9
570518;Little Women;Маленькие женщины (2019);10
570518;Hook;Капитан Крюк (1991);8
570518; ;Марафон желаний (2020);3
570518;The Shape of Water;Форма воды (2017);6
570518;Dunkirk;Дюнкерк (2017);7
570518;Three Billboards Outside Ebbing, Missouri;Три билборда на границе Эббинга, Миссури (2017);9
570518;The Favourite;Фаворитка (2018);8
570518;Green Book;Зеленая книга (2018);9
570518;Once Upon a Time... in Hollywood;Однажды в… Голливуде (2019);9
570518;The Irishman;Ирландец (2019);6
570518;1917;1917 (2019);7
570518;Joker;Джокер (2019);7
570518;Jojo Rabbit;Кролик Джоджо (2019);10
570518; ;Давай разведемся! (2019);8
570518;Celle que vous croyez;Та, которой не было (2019);7
570518;Little Miss Sunshine;Маленькая мисс Счастье (2006);9
570518; ;Дылда (2019);6
570518;The English Patient;Английский пациент (1996);10
570518;Jurassic World: Fallen Kingdom;Мир Юрского периода 2 (2018);10
570518;Aquaman;Аквамен (2018);8
570518;The Blind Side;Невидимая сторона (2009);8
570518;Home Alone;Один дома (1990);8
570518;Groundhog Day;День сурка (1993);10
570518;The Fifth Element;Пятый элемент (1997);9
570518;Casino;Казино (1995);9
570518;Ocean's Eleven;Одиннадцать друзей Оушена (2001);9
570518;Dead Poets Society;Общество мертвых поэтов (1989);10
570518; ;Брат (1997);9
570518;The Hobbit: An Unexpected Journey;Хоббит: Нежданное путешествие (2012);6
570518;Bohemian Rhapsody;Богемская рапсодия (2018);9
570518;Inside I'm Dancing;…А в душе я танцую (2004);8
570518;Rush;Гонка (2013);7
570518;Lucky Number Slevin;Счастливое число Слевина (2005);8
570518;Back to the Future Part II;Назад в будущее 2 (1989);8
570518;Saving Private Ryan;Спасти рядового Райана (1998);8
570518;Zootopia;Зверополис (2016);8
570518;The Help;Прислуга (2011);9
570518;Whiplash;Одержимость (2013);10
570518; ;Собачье сердце (1988);10
570522; ;В сторону от войны (2009);
570523; ;Москва, я люблю тебя! (2009);
570523;The Shawshank Redemption;Побег из Шоушенка (1994);10
570525;Life of Pi;Жизнь Пи (2012);10
570525;G.I. Joe: Retaliation;G.I. Joe: Бросок кобры 2 (2013);6
570525;R.I.P.D.;Призрачный патруль (2013);7
570525;The Conjuring;Заклятие (2013);7
570525;We're the Millers;Мы – Миллеры (2013);7
570525;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);8
570525;The Proposal;Предложение (2009);7
570525;Moon;Луна 2112 (2009);8
570525;Crank;Адреналин (2006);6
570525;Star Trek;Звездный путь (2009);9
570525;What Dreams May Come;Куда приводят мечты (1998);9
570525;Knockin' on Heaven's Door;Достучаться до небес (1997);9
570526;Hachi: A Dog's Tale;Хатико: Самый верный друг (2008);
570526;Eight Below;Белый плен (2005);
570528; ;Урок литературы (1968);10
570528; ;Бесы (2014);10
570528; ;Удача напрокат (2012);10
570528;The Pursuit of Happyness;В погоне за счастьем (2006);10
570528; ;Ёлки 5 (2016);
570528;L.A. Confidential;Секреты Лос-Анджелеса (1997);10
570528; ;Холоп (2019);10
570528; ;Временные трудности (2017);8
570540;Jeux d'enfants;Влюбись в меня, если осмелишься (2003);10
570540;P.S. I Love You;P.S. Я люблю тебя (2007);10
570542;Ocean's Thirteen;Тринадцать друзей Оушена (2007);
570542;Ocean's Twelve;Двенадцать друзей Оушена (2004);
570542;Ocean's Eleven;Одиннадцать друзей Оушена (2001);
570542; ;Бес (2008);10
570543;The Words;Слова (2012);10
570543;A Perfect Murder;Идеальное убийство (1998);8
570543; ;Самый лучший день (2015);7
570543;District 9;Район №9 (2009);7
570543;The Walk;Прогулка (2015);10
570543; ;Дабл трабл (2015);4
570543;Who Am I - Kein System ist sicher;Кто я (2014);8
570543;Snowpiercer;Сквозь снег (2013);6
570543;Children of Men;Дитя человеческое (2006);6
570543; ;Гороскоп на удачу (2015);5
570543; ;Бармен (2015);7
570543;Neighbors;Соседи. На тропе войны (2014);6
570543;Marie Antoinette;Мария-Антуанетта (2005);6
570543;The Place Beyond the Pines;Место под соснами (2012);6
570543;Trainspotting;На игле (1995);7
570543;Get Hard;Крепись! (2014);6
570543;The Duff;Простушка (2015);7
570543;Avengers: Age of Ultron;Мстители: Эра Альтрона (2015);7
570543; ;Скорый «Москва-Россия» (2014);6
570543;22 Jump Street;Мачо и ботан 2 (2014);7
570543;Project Almanac;Континуум (2014);7
570543;The Deep End of the Ocean;На самом дне океана (1999);7
570543;Wo ist Fred?;На колесах (2006);8
570543;American Hustle;Афера по-американски (2013);8
570543;Hot Pursuit;Красотки в бегах (2015);6
570543;Maleficent;Малефисента (2014);8
570543;Silver Linings Playbook;Мой парень – псих (2012);10
570543;Lone Survivor;Уцелевший (2013);8
570543;L.A. Confidential;Секреты Лос-Анджелеса (1997);8
570543;Dawn of the Planet of the Apes;Планета обезьян: Революция (2014);7
570543;Qu'est-ce qu'on a fait au Bon Dieu?;Безумная свадьба (2014);8
570543;Sin City: A Dame to Kill For;Город грехов 2: Женщина, ради которой стоит убивать (2014);8
570543;Gone Girl;Исчезнувшая (2014);8
570543;Fury;Ярость (2014);9
570543;The Hobbit: The Battle of the Five Armies;Хоббит: Битва пяти воинств (2014);9
570543;Big Eyes;Большие глаза (2014);9
570543;Unbroken;Несломленный (2014);9
570543;Relatos salvajes;Дикие истории (2014);9
570543;Paddington;Приключения Паддингтона (2014);10
570543;Birdman or (The Unexpected Virtue of Ignorance);Бёрдмэн (2014);6
570543; ;Левиафан (2014);8
570543;The Imitation Game;Игра в имитацию (2014);9
570543;Kingsman: The Secret Service;Kingsman: Секретная служба (2015);9
570543;The Cut;Шрам (2014);9
570543;Focus;Фокус (2014);9
570543;The Theory of Everything;Вселенная Стивена Хокинга (2014);10
570543;American Sniper;Снайпер (2014);8
570543;Fast & Furious 7;Форсаж 7 (2015);8
570543; ;Битва за Севастополь (2015);6
570543;What We Do in the Shadows;Реальные упыри (2014);8
570548;Vodka Lemon;Водка Лимон (2003);
570551;The Twilight Saga: Breaking Dawn - Part 2;Сумерки. Сага. Рассвет: Часть 2 (2012);10
570551;Black Swan;Чёрный лебедь (2010);10
570551;John Carter;Джон Картер (2012);8
570551;The Twilight Saga: Breaking Dawn - Part 1;Сумерки. Сага. Рассвет: Часть 1 (2011);10
570551;From Paris with Love;Из Парижа с любовью (2009);
570551; ;Пять невест (2011);9
570551;Tres metros sobre el cielo;Три метра над уровнем неба (2010);9
570551;The King's Speech;Король говорит! (2010);9
570551;The Twilight Saga: Eclipse;Сумерки. Сага. Затмение (2010);10
570551;Inception;Начало (2010);10
570551;Gone with the Wind;Унесенные ветром (1939);10
570551;Clash of the Titans;Битва Титанов (2010);8
570551;Dorian Gray;Дориан Грей (2009);8
570551;Percy Jackson & the Olympians: The Lightning Thief;Перси Джексон и похититель молний (2010);5
570551;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
570551;Avatar;Аватар (2009);10
570551;Twilight;Сумерки (2008);10
570551; ;Ласковый май (2009);8
570551;Moulin Rouge!;Мулен Руж (2001);8
570551;Dirty Dancing;Грязные танцы (1987);8
570551;If Only;Если только (2003);8
570551;Step Up;Шаг вперед (2006);8
570551;Legends of the Fall;Легенды осени (1994);8
570551;District 9;Район №9 (2009);9
570551;Pride & Prejudice;Гордость и предубеждение (2005);8
570551;The Other Boleyn Girl;Еще одна из рода Болейн (2008);8
570551;Elizabeth: The Golden Age;Золотой век (2007);9
570551;The Duchess;Герцогиня (2008);8
570551;Vanity Fair;Ярмарка тщеславия (2004);8
570556;Hitman;Хитмэн (2007);10
570557;The Believer;Фанатик (2001);10
570558;The Three Musketeers;Мушкетёры (2011);5
570558;The Devil Is a Woman;Дьявол – это женщина (1935);5
570558;Notre-Dame de Paris;Собор Парижской Богоматери (1998);10
570558;La legge;Закон (1958);8
570558;The Canyon;Каньон (2009);8
570558;P2;Парковка (2006);8
570558;Ein Freund von mir;Мой друг (2006);4
570558;Stake Land;Земля вампиров (2010);3
570558;The Age of Innocence;Эпоха невинности (1993);10
570558;Vertical Limit;Вертикальный предел (2000);8
570558; ;Rammstein: Live aus Berlin (1998);10
570558;Rammstein: Lichtspielhaus;Rammstein: Кинотеатр (2003);10
570558;The Chronicles of Riddick;Хроники Риддика (2004);10
570558;Ghost Rider;Призрачный гонщик (2007);9
570558;Jennifer's Body;Тело Дженнифер (2009);6
570558;Three;Остров на троих (2005);8
570558;Some Like It Hot;В джазе только девушки (1959);9
570558;Sleepers;Спящие (1996);9
570558;Pink Floyd: The Wall;Стена (1982);9
570558;Inglourious Basterds;Бесславные ублюдки (2009);9
570558;Hostel: Part II;Хостел 2 (2007);5
570558;Hostel;Хостел (2005);8
570558; ;Наша Russia: Яйца судьбы (2010);4
570558;Factory Girl;Я соблазнила Энди Уорхола (2006);9
570558;Madagascar;Мадагаскар (2005);10
570558;The Poet;Любовь на линии фронта (2007);3
570558;Dorian Gray;Дориан Грей (2009);4
570558;The Nightcomers;Ночные пришельцы (1971);
570558; ;Гитлер капут! (2008);1
570558; ;Самый лучший фильм (2007);1
570558;Blood and Chocolate;Кровь и шоколад (2006);
570558;The Vikings;Викинги (1958);9
570558;GoldenEye;Золотой глаз (1995);
570558;An Ideal Husband;Идеальный муж (1999);
570558;Dangerous Liaisons;Опасные связи (1988);10
570558;The Wild One;Дикарь (1953);9
570560;Erreway: 4 caminos;Четыре дороги (2004);
570564;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);10
570568; ;Мафия: Игра на выживание (2016);10
570568;American Heist;Ограбление по-американски (2014);10
570568;The Place Beyond the Pines;Место под соснами (2012);10
570568;Skyline;Скайлайн (2010);10
570568;Primal Fear;Первобытный страх (1996);10
570571;Nobody;Никто (2021);10
570571;Ford v Ferrari;Ford против Ferrari (2019);7
570571;A Quiet Place;Тихое место (2018);7
570571;Seven Pounds;Семь жизней (2008);9
570571;The Nice Guys;Славные парни (2016);8
570571;Oblivion;Обливион (2013);7
570571;The Revenant;Выживший (2015);7
570571;Law Abiding Citizen;Законопослушный гражданин (2009);10
570571;Slumdog Millionaire;Миллионер из трущоб (2008);8
570571;The Book of Eli;Книга Илая (2009);10
570571;Knives Out;Достать ножи (2019);9
570571;The Wolf of Wall Street;Волк с Уолл-стрит (2013);8
570571;The Hurt Locker;Повелитель бури (2008);8
570571;Inglourious Basterds;Бесславные ублюдки (2009);10
570571;Inside Out;Головоломка (2015);10
570571;The Social Network;Социальная сеть (2010);8
570571;WALL·E;ВАЛЛ·И (2008);9
570571;The Dark Knight;Темный рыцарь (2008);10
570571; ;Кольская сверхглубокая (2020);5
570571;The Professor;Во всё тяжкое (2018);7
570571;The Transporter;Перевозчик (2002);10
570571; ;Серебряные коньки (2020);7
570571; ;Огонь (2020);10
570571;Extraction;Тайлер Рейк: Операция по спасению (2020);10
570571;Sonic the Hedgehog;Соник в кино (2020);6
570571;Bad Boys for Life;Плохие парни навсегда (2020);6
570571;Bloodshot;Бладшот (2020);7
570571; ;Кома (2020);6
570571;Star Wars: Episode IX - The Rise of Skywalker;Звёздные войны: Скайуокер. Восход (2019);5
570571;1917;1917 (2019);7
570571; ;Ржев (2019);7
570571;The Mummy Returns;Мумия возвращается (2001);8
570571;The Scorpion King;Царь скорпионов (2002);7
570571;Walking Tall;Широко шагая (2004);10
570571;Doom;Doom (2005);6
570571;Get Smart;Напряги извилины (2008);7
570571;Faster;Быстрее пули (2010);7
570571;G.I. Joe: Retaliation;G.I. Joe: Бросок кобры 2 (2013);5
570571;Pain & Gain;Кровью и потом: Анаболики (2013);7
570571;Furious 6;Форсаж 6 (2013);8
570571;San Andreas;Разлом Сан-Андреас (2015);7
570571;Central Intelligence;Полтора шпиона (2016);7
570571;Baywatch;Спасатели Малибу (2017);6
570571;Jumanji: Welcome to the Jungle;Джуманджи: Зов джунглей (2017);8
570571;Rampage;Рэмпейдж (2018);7
570571;Jumanji: The Next Level;Джуманджи: Новый уровень (2019);6
570571;Ratatouille;Рататуй (2007);10
570571;Mousehunt;Мышиная охота (1997);8
570571;Home Alone;Один дома (1990);10
570571;6 Underground;Призрачная шестёрка (2019);7
570572;Anastasia;Анастасия (1997);10
570572;Van Helsing;Ван Хельсинг (2004);8
570572;Interview with the Vampire: The Vampire Chronicles;Интервью с вампиром (1994);9
570572;Dracula;Дракула (1992);10
570572;Harry Potter and the Prisoner of Azkaban;Гарри Поттер и узник Азкабана (2004);7
570572;Harry Potter and the Goblet of Fire;Гарри Поттер и Кубок огня (2005);7
570572;Harry Potter and the Order of the Phoenix;Гарри Поттер и Орден Феникса (2007);7
570572;Harry Potter and the Sorcerer's Stone;Гарри Поттер и философский камень (2001);9
570572;Runaway Bride;Сбежавшая невеста (1999);7
570572;Pretty Woman;Красотка (1990);9
570572;Notting Hill;Ноттинг Хилл (1999);9
570572;Mean Girls;Дрянные девчонки (2004);9
570572;EuroTrip;Евротур (2004);8
570572;Drag Me to Hell;Затащи меня в Ад (2009);10
570572;Closer;Близость (2004);10
570572;Fast & Furious;Форсаж 4 (2009);10
570572;Pineapple Express;Ананасовый экспресс: Сижу, курю (2008);10
570572;Twilight;Сумерки (2008);10
570573;The Duchess;Герцогиня (2008);
570573;Laggies;Детка (2014);
570573;The Imitation Game;Игра в имитацию (2014);
570573;The Painted Veil;Разрисованная вуаль (2006);
570573;Cloud Atlas;Облачный атлас (2012);
570573;One Day;Один день (2011);
570573;Requiem for a Dream;Реквием по мечте (2000);
570573;Mr. Nobody;Господин Никто (2009);
570573;Perfect Sense;Последняя любовь на Земле (2010);6
570573;Begin again;Хоть раз в жизни (2013);9
570573;Vertigo;Головокружение (1958);10
570573;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);10
570573;My Favorite Martian;Мой любимый марсианин (1999);10
570575; ;В бой идут одни «старики» (1973);
570577;Screamers: The Hunting;Крикуны 2: Охота (2008);
570578; ;В бой идут одни «старики» (1973);10
570578;The Shawshank Redemption;Побег из Шоушенка (1994);9
570578;The Boondock Saints;Святые из Бундока (1999);10
570578;Interstate 60;Трасса 60 (2001);9
570578;Scent of a Woman;Запах женщины (1992);8
570579;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
570579;Twilight;Сумерки (2008);10
570579;Arn: Tempelriddaren;Арн: Рыцарь-тамплиер (2007);10
570579;Jiang shan mei ren;Императрица и воины (2008);10
570579;Yip Man;Ип Ман (2008);10
570579;Star Trek;Звездный путь (2009);10
570579;Animal 2;Авторитет (2008);10
570579; ;Не хлебом единым (2005);10
570581;Fantastic Beasts and Where to Find Them;Фантастические твари и где они обитают (2016);
570581;Assassin's Creed;Кредо убийцы (2016);10
570581;Skiptrace;Отпетые напарники (2015);10
570581;Moana;Моана (2016);10
570581;Passengers;Пассажиры (2016);10
570581; ;Хороший мальчик (2016);10
570581;The Magnificent Seven;Великолепная семерка (2016);10
570581;The Equalizer;Великий уравнитель (2014);10
570581;Storks;Аисты (2016);10
570581;The BFG;Большой и добрый великан (2016);10
570581;Pete's Dragon;Пит и его дракон (2016);10
570581;The Legend of Tarzan;Тарзан. Легенда (2016);10
570581;Miss Peregrine's Home for Peculiar Children;Дом странных детей Мисс Перегрин (2016);10
570581;Harry Potter and the Deathly Hallows: Part 2;Гарри Поттер и Дары Смерти: Часть II (2011);10
570581;Harry Potter and the Order of the Phoenix;Гарри Поттер и Орден Феникса (2007);10
570581;Harry Potter and the Sorcerer's Stone;Гарри Поттер и философский камень (2001);10
570581;Harry Potter and the Goblet of Fire;Гарри Поттер и Кубок огня (2005);10
570581;Mechanic: Resurrection;Механик: Воскрешение (2016);10
570581;Walking Tall;Широко шагая (2004);10
570581;Homefront;Последний рубеж (2013);10
570581;Hummingbird;Эффект колибри (2012);10
570581;Parker;Паркер (2012);10
570581;Stretch;Драйвер на ночь (2014);10
570581;Bad Moms;Очень плохие мамочки (2016);10
570581;This Is the End;Конец света 2013: Апокалипсис по-голливудски (2013);10
570581;'A' gai wak 2;Проект А: Часть 2 (1987);10
570581;'A' gai waak;Проект А (1983);10
570581;Rush Hour;Час пик (1998);10
570581;Rush Hour 3;Час пик 3 (2007);10
570581;Rush Hour 2;Час пик 2 (2001);10
570581;The Secret Life of Pets;Тайная жизнь домашних животных (2016);10
570581;Finding Dory;В поисках Дори (2016);10
570581;Suicide Squad;Отряд самоубийц (2016);10
570581;Teenage Mutant Ninja Turtles: Out of the Shadows;Черепашки-ниндзя 2 (2016);10
570581;Teenage Mutant Ninja Turtles;Черепашки-ниндзя (2014);10
570581; ;Хардкор (2016);10
570581;Star Trek Beyond;Стартрек: Бесконечность (2016);10
570581;Angry Birds;Angry Birds в кино (2016);10
570581;The Nice Guys;Славные парни (2016);10
570581;Now You See Me 2;Иллюзия обмана 2 (2016);10
570581;Warcraft;Варкрафт (2016);10
570581;Captain America: Civil War;Первый мститель: Противостояние (2016);10
