id;eng_title;rus_title;rating
559869;W imie...;Во имя... (2013);7
559869;Resident Evil: Apocalypse;Обитель зла 2: Апокалипсис (2004);3
559869;Old;Время (2021);5
559869;Jukai Mura;Лес самоубийц (2021);4
559869;U.S. Marshals;Служители закона (1998);7
559869;Shi;Поэзия (2010);9
559869;Beoning;Пылающий (2018);9
559869;The Boy Behind the Door;Прячься (2020);7
559869;Yang guang pu zhao;Солнце (2019);8
559869;Dark Phoenix;Люди Икс: Тёмный Феникс (2019);4
559869;Fear Street Part One: 1994;Улица страха. Часть 1: 1994 (2021);6
559869;Jeune & jolie;Молода и прекрасна (2013);7
559869;The Night;Ночь (2020);6
559869;Censor;Цензор (2021);7
559869;The Last Face;Последнее лицо (2016);3
559869;Separation;Разлука (2021);3
559869;Tenshi no tamago;Яйцо ангела (1985);8
559869;Luca;Лука (2021);8
559869;Nuevo orden;Новый порядок (2020);8
559869; ;Иччи (2020);6
559869;The Saint;Святой (1997);4
559869;La bestia nel cuore;Зверь в сердце (2005);5
559869;Swiss Army Man;Человек – швейцарский нож (2016);8
559869;A Quiet Place Part II;Тихое место 2 (2021);7
559869;47 Meters Down: Uncaged;Синяя бездна 2 (2019);4
559869;The Djinn;Заклинание Джинна (2020);7
559869;The Lodger;Жилец (1927);7
559869; ;Марафон желаний (2020);4
559869;Inunaki Mura;Деревня Инунаки (2019);4
559869;The Conjuring: The Devil Made Me Do It;Заклятие 3: По воле дьявола (2021);6
559869;The Hunt for Red October;Охота за «Красным Октябрем» (1990);7
559869;Spiral: From the Book of Saw;Пила: Спираль (2020);4
559869;Stoker;Порочные игры (2012);8
559869;United 93;Потерянный рейс (2006);8
559869;Lacci;Порочная связь (2020);5
559869;My Octopus Teacher;Мой учитель-осьминог (2020);7
559869;In the Earth;В земле (2021);6
559869;Tove;Туве (2020);6
559869;Witness to Murder;Свидетель убийства (1954);6
559869;Come Play;Приходи поиграть (2020);6
559869;The Woman in the Window;Женщина в окне (2021);4
559869;Tokyo Sonata;Токийская соната (2008);9
559869;Colectiv;Коллектив (2019);9
559869;Emma.;Эмма. (2020);6
559869;Jaws: The Revenge;Челюсти 4: Месть (1987);2
559869;Mank;Манк (2020);8
559869;Fifty Shades Freed;Пятьдесят оттенков свободы (2018);2
559870;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);
559870;Twilight;Сумерки (2008);
559870; ;Будь со мной (2009);2
559870;Live!;Смерть в эфире (2007);1
559870;Couples Retreat;Формула любви для узников брака (2009);10
559877;In Time;Время (2011);1
559877;Quartier lointain;Далеко по соседству (2010);10
559877;Un balcon sur la mer;Балкон с видом на море (2010);8
559877;Black Swan;Чёрный лебедь (2010);10
559877; ;Улыбка Бога, или Чисто одесская история (2008);10
559877;2012;2012 (2009);1
559877;District 9;Район №9 (2009);10
559877;Inside I'm Dancing;…А в душе я танцую (2004);9
559877;Gran Torino;Гран Торино (2008);10
559877;Up;Вверх (2009);10
559877;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);2
559877;Nineteen Eighty-Four;1984 (1984);9
559880;Star Wars: Episode I - The Phantom Menace;Звёздные войны: Эпизод 1 – Скрытая угроза (1999);9
559880;Boys Don't Cry;Парни не плачут (1999);
559880;The Life of David Gale;Жизнь Дэвида Гейла (2002);
559880;Man on Fire;Гнев (2004);
559880;Brokeback Mountain;Горбатая гора (2005);
559880;Lost in Translation;Трудности перевода (2003);
559880;Titanic;Титаник (1997);
559880;Scarface;Лицо со шрамом (1983);
559880;The Bodyguard;Телохранитель (1992);
559880;The Time Traveler's Wife;Жена путешественника во времени (2008);
559880;No Strings Attached;Больше чем секс (2010);
559880;As Good as It Gets;Лучше не бывает (1997);
559880;Casino Royale;Казино Рояль (2006);
559880;The Ninth Gate;Девятые врата (1999);
559880;Ghost;Привидение (1990);
559880;Harry Potter and the Deathly Hallows: Part 2;Гарри Поттер и Дары Смерти: Часть II (2011);
559880;The Lion King;Король Лев (1994);
559880;A Walk to Remember;Спеши любить (2002);
559880;Star Wars: Episode III - Revenge of the Sith;Звёздные войны: Эпизод 3 – Месть ситхов (2005);
559880;Cast Away;Изгой (2000);
559880;Wicker Park;Одержимость (2004);
559880;Serendipity;Интуиция (2001);
559880;The Lake House;Дом у озера (2006);
559880;Beyond Borders;За гранью (2003);
559880;Remember Me;Помни меня (2010);
559880;The Blind Side;Невидимая сторона (2009);
559880;Dead Space: Downfall;Космос: Территория смерти (2008);
559880;District 9;Район №9 (2009);
559880;Hachi: A Dog's Tale;Хатико: Самый верный друг (2008);
559880;Marley & Me;Марли и я (2008);
559880;Avatar;Аватар (2009);
559880;The Dark Knight;Темный рыцарь (2008);
559880;The Curious Case of Benjamin Button;Загадочная история Бенджамина Баттона (2008);
559880;The Notebook;Дневник памяти (2004);
559880;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);
559880;The Rock;Скала (1996);
559880;Titan A.E.;Титан: После гибели Земли (2000);
559880;Rain Man;Человек дождя (1988);
559880;The Sixth Sense;Шестое чувство (1999);
559880;The Lord of the Rings: The Fellowship of the Ring;Властелин колец: Братство Кольца (2001);
559880;The Lord of the Rings: The Two Towers;Властелин колец: Две крепости (2002);
559880;Ninja Assassin;Ниндзя-убийца (2009);
559881;The Twilight Saga: Breaking Dawn - Part 1;Сумерки. Сага. Рассвет: Часть 1 (2011);8
559881; ;Курьер (1986);10
559881; ;Три богатыря и Шамаханская царица (2010);9
559881;The Chronicles of Narnia: The Voyage of the Dawn Treader;Хроники Нарнии: Покоритель Зари (2010);
559881;Harry Potter and the Deathly Hallows: Part 1;Гарри Поттер и Дары Смерти: Часть I (2010);9
559881;The Town;Город воров (2010);8
559881;Penelope;Пенелопа (2006);7
559881;The Runaways;Ранэвэйс (2010);9
559881;Vampires Suck;Вампирский засос (2010);2
559881;Bandidas;Бандитки (2006);9
559881;The Devil Wears Prada;Дьявол носит Prada (2006);10
559881;The Mummy;Мумия (1999);8
559881;The Bounty Hunter;Охотник за головами (2010);8
559881;Bratz;Братц (2007);3
559881;Confessions of a Shopaholic;Шопоголик (2009);10
559881;Bride Wars;Война невест (2009);10
559881;Garfield;Гарфилд (2004);10
559881;The Twilight Saga: Eclipse;Сумерки. Сага. Затмение (2010);10
559881;Some Like It Hot;В джазе только девушки (1959);9
559881; ;Первая любовь (2009);4
559881;2012;2012 (2009);9
559881;Back to the Future Part II;Назад в будущее 2 (1989);9
559881;Hauru no ugoku shiro;Ходячий замок (2004);9
559881;Twilight;Сумерки (2008);9
559881;The Sweetest Thing;Милашка (2002);8
559881;View from the Top;Вид сверху лучше (2003);10
559881;Ghost;Привидение (1990);10
559881;Date Night;Безумное свидание (2010);1
559881;Heartbreakers;Сердцеедки (2001);10
559881;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
559881;Problem Child 2;Трудный ребенок 2 (1991);10
559881;Raise Your Voice;Суперзвезда (2004);8
559888;Intouchables;1+1 (2011);10
559888;Cidade de Deus;Город бога (2002);
559888;Barfuss;Босиком по мостовой (2005);9
559888;Flipped;Привет, Джули! (2010);9
559888;Requiem for a Dream;Реквием по мечте (2000);10
559888;Zeitgeist: Moving Forward;Дух времени: Следующий шаг (2011);10
559888;The Fifth Element;Пятый элемент (1997);10
559888;Rain Man;Человек дождя (1988);9
559888;How to Train Your Dragon;Как приручить дракона (2010);9
559888;The Prestige;Престиж (2006);8
559888;Inception;Начало (2010);8
559888;Easy A;Отличница лёгкого поведения (2010);8
559888;Taken;Заложница (2007);8
559888;Ghost;Привидение (1990);8
559888;Reservoir Dogs;Бешеные псы (1991);9
559888;Groundhog Day;День сурка (1993);7
559888;The Pursuit of Happyness;В погоне за счастьем (2006);9
559888; ;Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей (1981);6
559888;The Game;Игра (1997);7
559888;K-PAX;Планета Ка-Пэкс (2001);9
559888;Schindler's List;Список Шиндлера (1993);10
559888;The Devil's Advocate;Адвокат дьявола (1997);7
559888;The Dark Knight;Темный рыцарь (2008);7
559888;The Lord of the Rings: The Two Towers;Властелин колец: Две крепости (2002);7
559888;Knockin' on Heaven's Door;Достучаться до небес (1997);9
559888;Lucky Number Slevin;Счастливое число Слевина (2005);9
559888;Some Like It Hot;В джазе только девушки (1959);9
559888;The Lord of the Rings: The Fellowship of the Ring;Властелин колец: Братство Кольца (2001);7
559888; ;Кавказская пленница, или Новые приключения Шурика (1966);7
559888;The Departed;Отступники (2006);8
559888;The Lord of the Rings: The Return of the King;Властелин колец: Возвращение короля (2003);8
559888; ;В бой идут одни «старики» (1973);8
559888;Terminator 2: Judgment Day;Терминатор 2: Судный день (1991);7
559888;Pirates of the Caribbean: The Curse of the Black Pearl;Пираты Карибского моря: Проклятие Черной жемчужины (2003);7
559888;Avatar;Аватар (2009);7
559888;Hachi: A Dog's Tale;Хатико: Самый верный друг (2008);8
559888;The Man from Earth;Человек с Земли (2007);9
559888;The Notebook;Дневник памяти (2004);9
559888;American History X;Американская история X (1998);9
559888;Lock, Stock and Two Smoking Barrels;Карты, деньги, два ствола (1998);7
559888;Shutter Island;Остров проклятых (2009);10
559888;All About Steve;Всё о Стиве (2009);7
559888;Snatch;Большой куш (2000);9
559888;The Matrix;Матрица (1999);9
559888;Land of the Lost;Затерянный мир (2009);7
559888;Wedding Crashers;Незваные гости (2005);8
559888;The Boat That Rocked;Рок-волна (2009);6
559888;(500) Days of Summer;500 дней лета (2009);9
559888;Love Actually;Реальная любовь (2003);9
559889;Martyrs;Мученицы (2015);1
559889;Crimson Peak;Багровый пик (2015);5
559889;Prometheus;Прометей (2012);10
559889;Black Swan;Чёрный лебедь (2010);6
559889;Jupiter Ascending;Восхождение Юпитер (2015);10
559889;Frozen;Холодное сердце (2013);7
559889;Dogma;Догма (1999);10
559889;Dracula Untold;Дракула (2014);3
559889;Silent Hill;Сайлент Хилл (2006);10
559889;Martyrs;Мученицы (2008);10
559889; ;С 8 марта, мужчины! (2014);10
559889;Death Trance;Смертельный транс (2005);10
559889;Melancholia;Меланхолия (2011);8
559889; ;Иван Царевич и Серый Волк (2011);5
559889;Underworld Awakening;Другой мир: Пробуждение (2012);3
559889;Dark Shadows;Мрачные тени (2012);7
559889;Wreck-It Ralph;Ральф (2012);10
559889;The Amazing Spider-Man;Новый Человек-паук (2012);5
559889;Ten Inch Hero;Десятидюймовый герой (2006);10
559889;My Bloody Valentine;Мой кровавый Валентин 3D (2009);7
559889;Maniac;Маньяк (2012);10
559889;Silent Hill: Revelation;Сайлент Хилл 2 (2012);1
559889;Deadgirl;Мертвячка (2008);8
559889;The Cabin in the Woods;Хижина в лесу (2011);2
559889;ParaNorman;Паранорман, или Как приручить зомби (2012);3
559889;Love God;Бог любви (1997);10
559889;Das Cabinet des Dr. Caligari;Кабинет доктора Калигари (1920);
559889; ;Юленька (2008);4
559889;Crank: High Voltage;Адреналин: Высокое напряжение (2009);10
559898;LOL (Laughing Out Loud) ®;LOL [ржунимагу] (2008);
559898;LOL;Лето. Одноклассники. Любовь (2011);8
559898;Geek Charming;Прекрасный «принц» (2011);10
559898;Dragonball Evolution;Драконий жемчуг: Эволюция (2009);
559898;Fame;Слава (2009);
559898;Jumper;Телепорт (2008);
559898;Keith;Кит (2008);
559898;Bridge to Terabithia;Мост в Терабитию (2006);
559901;Queen of the Damned;Королева проклятых (2002);10
559901;Twilight;Сумерки (2008);10
559902;The Twilight Saga: New Moon;Сумерки. Сага. Новолуние (2009);10
559907; ;Мантикора (2011);1
559907;Hachi: A Dog's Tale;Хатико: Самый верный друг (2008);8
559907;The Departed;Отступники (2006);8
559907;The Mist;Мгла (2007);8
559907;The Happening;Явление (2008);5
559907;Knowing;Знамение (2009);9
559907;War of the Worlds;Война миров (2005);8
559907;Instinct;Инстинкт (1999);9
559907;The Green Mile;Зеленая миля (1999);10
559907;K-PAX;Планета Ка-Пэкс (2001);9
559907;Transformers;Трансформеры (2007);10
559907;Avatar;Аватар (2009);9
559907;District 9;Район №9 (2009);9
559907;Groundhog Day;День сурка (1993);10
559907;Cinderella Man;Нокдаун (2005);10
559907;The Last Samurai;Последний самурай (2003);10
559907;Troy;Троя (2004);10
559907;Signs;Знаки (2002);10
559907;Serenity;Миссия «Серенити» (2005);10
559907;Disaster Movie;Нереальный блокбастер (2008);1
559909;The Fast and the Furious;Форсаж (2001);10
559909;The Notebook;Дневник памяти (2004);10
559909;The Fox and the Hound;Лис и пёс (1981);10
559909;I Am Legend;Я – легенда (2007);10
559909;Twilight;Сумерки (2008);10
559909;The Da Vinci Code;Код Да Винчи (2006);10
559909;Cracking the Da Vinci Code;Код да Винчи (2004);10
559909;A Series of Unfortunate Events;Лемони Сникет: 33 несчастья (2004);1
559909;Speak;Говори (2004);10
559909;Angels & Demons;Ангелы и Демоны (2009);10
559910;Spy;Шпион (2015);10
559910;The Matrix;Матрица (1999);10
559910;13;13 (2009);10
559910;Trolls;Тролли (2016);10
559910;The Time Machine;Машина времени (2002);10
559910;2012;2012 (2009);10
559910;Mononoke-hime;Принцесса Мононоке (1997);10
559910;The Shawshank Redemption;Побег из Шоушенка (1994);10
559910;The Green Mile;Зеленая миля (1999);10
559910;Il racconto dei racconti - Tale of Tales;Страшные сказки (2015);10
559910;My Name Is Khan;Меня зовут Кхан (2010);10
559910;Deadpool;Дэдпул (2016);10
559910;The Revenant;Выживший (2015);10
559910;In the Heart of the Sea;В сердце моря (2015);10
559910; ;Дурак (2014);10
559910;Ten Inch Hero;Десятидюймовый герой (2006);10
559910;Evolution;Эволюция (2001);10
559910; ;Кандагар (2009);10
559910;Crash;Столкновение (2004);10
559910;American History X;Американская история X (1998);10
559910;The Day After Tomorrow;Послезавтра (2004);10
559910;The Hole;Яма (2001);10
559910;Avatar;Аватар (2009);10
559910;Die Wolke;Облако (2006);10
559910;Blindness;Слепота (2008);10
559910;The Sixth Sense;Шестое чувство (1999);10
559910;Inglourious Basterds;Бесславные ублюдки (2009);10
559910;The Life Before Her Eyes;Мгновения жизни (2007);10
559910; ;Женщина, которая поет (1978);10
559915; ;Владимир Высоцкий и Марина Влади. Последний поцелуй (2008);10
559915; ;Юрий Арабов: Механика судьбы (2007);10
559915;The Pornographer: A Love Story;Порнограф: История любви (2004);
559918; ;Лето (2018);10
559918;The Walk;Прогулка (2015);8
559918;Lawless;Самый пьяный округ в мире (2012);8
559918;Big Hero 6;Город героев (2014);8
559918;The Grand Budapest Hotel;Отель «Гранд Будапешт» (2014);9
559918;La migliore offerta;Лучшее предложение (2012);9
559918; ;Ксения, любимая жена Федора (1974);9
559918;Fantastic Beasts and Where to Find Them;Фантастические твари и где они обитают (2016);9
559918;You're Not You;Ты не ты (2014);8
559918;Into the Storm;Навстречу шторму (2014);6
559918; ;Бармен (2015);7
559918;Mirror Mirror;Белоснежка: Месть гномов (2012);6
559918;Teenage Mutant Ninja Turtles;Черепашки-ниндзя (2014);6
559918;What a Girl Wants;Чего хочет девушка (2003);6
559918;Inferno;Инферно (2016);7
559918;Angels & Demons;Ангелы и Демоны (2009);7
559918;The Da Vinci Code;Код Да Винчи (2006);8
559918;Hall Pass;Безбрачная неделя (2011);5
559918;Christmas with the Kranks;Рождество с неудачниками (2004);6
559918;Hotel Transylvania;Монстры на каникулах (2012);7
559918;The Secret Life of Pets;Тайная жизнь домашних животных (2016);8
559918;The Intern;Стажёр (2015);7
559918;The Other Woman;Другая женщина (2014);7
559918;Oz the Great and Powerful;Оз: Великий и Ужасный (2013);6
559918;American Ultra;Ультраамериканцы (2015);7
559918;The Amazing Spider-Man;Новый Человек-паук (2012);5
559918; ;Дублёр (2012);6
559918;Corpse Bride;Труп невесты (2005);7
559918; ;Срочно! Ищу мужа (2011);4
559918;En man som heter Ove;Вторая жизнь Уве (2015);10
559918;The Illusionist;Иллюзионист (2005);8
559918;Ocean's Twelve;Двенадцать друзей Оушена (2004);6
559918;Ruby Sparks;Руби Спаркс (2012);7
559918; ;Формула любви (1984);7
559918;Miss Peregrine's Home for Peculiar Children;Дом странных детей Мисс Перегрин (2016);9
559918;Hellboy II: The Golden Army;Хеллбой II: Золотая армия (2008);6
559918;How to Train Your Dragon;Как приручить дракона (2010);8
559918;Ocean's Eleven;Одиннадцать друзей Оушена (2001);6
559918;Sen to Chihiro no kamikakushi;Унесённые призраками (2001);8
559918;Basic Instinct;Основной инстинкт (1992);5
559918;In Time;Время (2011);5
559918;Now You See Me 2;Иллюзия обмана 2 (2016);4
559918;Stonehearst Asylum;Обитель проклятых (2014);7
559918;In the Land of Women;В стране женщин (2006);5
559918;Despicable Me 2;Гадкий я 2 (2013);8
559918;Suicide Squad;Отряд самоубийц (2016);2
559918;The Revenant;Выживший (2015);6
559918;Ferdinand;Фердинанд (2017);10
559918;The Prestige;Престиж (2006);8
559918;Valerian and the City of a Thousand Planets;Валериан и город тысячи планет (2017);10
559919;This Is It;Майкл Джексон: Вот и всё (2009);
559919;Death Row;Проклятая тюрьма (2006);10
559919;That's Dancing!;Это – танец! (1984);10
559919;Michael Jackson: Number Ones;Майкл Джексон: Number Ones (2003);10
559919;Moonwalker;Лунная походка (1988);10
559919;10 Things I Hate About You;10 причин моей ненависти (1999);10
559919;Zerophilia;Зерофилия (2005);10
559919;The Sandy Bottom Orchestra;Оркестр города Сэнди Боттом (2000);10
559919;Fast Food High;Школа фаст-фуда (2003);10
559919;The Cheetah Girls;Чита Гёрлз (2003);10
559919;A History of Violence;Оправданная жестокость (2005);10
559919;The Covenant;Сделка с дьяволом (2006);10
559919;Alley Cats Strike;Меткий бросок (2000);10
559919;Virus;Вирус (1996);10
559919;Sex & the Single Mom;Секс и мать-одиночка (2003);10
559919;The Pacifier;Лысый нянька: Спецзадание (2005);10
559919;The Sisterhood of the Traveling Pants;Джинсы-талисман (2005);10
559919;Cyber Seduction: His Secret Life;Кибер-обольщение: Его секретная жизнь (2005);10
559919;Joy Ride 2: Dead Ahead;Ничего себе поездочка 2: Смерть впереди (2008);10
559919;What Girls Learn;Чему учатся девочки (2001);10
559920;X-Men Origins: Wolverine;Люди Икс: Начало. Росомаха (2009);
559920;I Am Sam;Я – Сэм (2001);10
559922;Brave;Храбрая сердцем (2012);
559922;Braveheart;Храброе сердце (1995);
559922;Harry Potter and the Half-Blood Prince;Гарри Поттер и Принц-полукровка (2009);
559922;Harry Potter and the Prisoner of Azkaban;Гарри Поттер и узник Азкабана (2004);
559922;Harry Potter and the Chamber of Secrets;Гарри Поттер и Тайная комната (2002);
559922;Harry Potter and the Order of the Phoenix;Гарри Поттер и Орден Феникса (2007);
559922;Harry Potter and the Goblet of Fire;Гарри Поттер и Кубок огня (2005);
559922;Harry Potter and the Deathly Hallows: Part 1;Гарри Поттер и Дары Смерти: Часть I (2010);
559922;Twilight;Сумерки (2008);
559922;Avatar;Аватар (2009);
559922;The Twilight Saga: Eclipse;Сумерки. Сага. Затмение (2010);
559922;Kung Fu Panda 2;Кунг-фу Панда 2 (2011);
559922;The Twilight Saga: Breaking Dawn - Part 1;Сумерки. Сага. Рассвет: Часть 1 (2011);
559922;Harry Potter and the Deathly Hallows: Part 2;Гарри Поттер и Дары Смерти: Часть II (2011);
559925;Prince of Persia: The Sands of Time;Принц Персии: Пески времени (2010);8
559929;Jungle Cruise;Круиз по джунглям (2021);6
559929;Cherry;По наклонной (2020);7
559929;Willy's Wonderland;Страна чудес Вилли (2020);4
559929;Body Brokers;Денежная игла (2020);6
559929;Infinite;Бесконечность (2021);5
559929;Cruella;Круэлла (2021);4
559929;The Conjuring: The Devil Made Me Do It;Заклятие 3: По воле дьявола (2021);5
559929;A Quiet Place Part II;Тихое место 2 (2021);6
559929;Wrath of Man;Гнев человеческий (2021);7
559929;Spiral: From the Book of Saw;Пила: Спираль (2020);4
559929;We Are Your Friends;128 ударов сердца в минуту (2015);5
559929;Sound of Metal;Звук металла (2019);6
559929;The Place Beyond the Pines;Место под соснами (2012);6
559929;The Trial of the Chicago 7;Суд над чикагской семеркой (2020);6
559929;Promising Young Woman;Девушка, подающая надежды (2020);7
559929;The Last Vermeer;Последний Вермеер (2019);6
559929;Ich bin die Andere;Я буду другой (2006);6
559929;Soul;Душа (2020);8
559929;I Heart Huckabees;Взломщики сердец (2004);5
559929;Die Unerzogenen;Невоспитанные (2007);5
559929;The Nest;Гнездо (2019);7
559929;Nomadland;Земля кочевников (2020);4
559929;Rampage;Неистовство (1987);5
559929;The Little Things;Дьявол в деталях (2020);6
559929;The Mauritanian;Мавританец (2020);6
559929;King Kong;Кинг Конг (2005);8
559929;Extraction;Тайлер Рейк: Операция по спасению (2020);5
559929;Lavender;Фотограф (2016);4
559929;Madame Claude;Мадам Клод (2021);7
559929;The Perfection;Безупречность (2018);5
559929;Good Time;Хорошее время (2017);5
559929;Pet Sematary II;Кладбище домашних животных 2 (1992);5
559929;Luce;Люс (2019);5
559929;Hush;Наследство (1998);6
559929;His House;Его дом (2020);6
559929;Don't Breathe;Не дыши (2015);7
559929;The Invitation;Приглашение (2015);4
559929;Malcolm & Marie;Малкольм и Мари (2021);6
559929;The Dig;Раскопки (2021);6
559929; ;Roll Red Roll (2018);5
559929;I Don't Feel at Home in This World Anymore.;В этом мире я больше не чувствую себя как дома. (2016);5
559929;In the Cut;Темная сторона страсти (2003);5
559929;Pieces of a Woman;Фрагменты женщины (2020);9
559929;The War with Grandpa;Дедушка нелегкого поведения (2020);4
559929;Tenet;Довод (2020);6
559929;The General's Daughter;Генеральская дочь (1999);5
559929;Jack Reacher;Джек Ричер (2012);5
559936;Ghost in the Shell;Призрак в доспехах (2017);10
559936;Interstellar;Интерстеллар (2014);10
559936;Mulan;Мулан (2020);10
559936;Planes, Trains & Automobiles;Самолетом, поездом, машиной (1987);10
559936;Moonrise Kingdom;Королевство полной луны (2012);10
559936;Mr. Right;Мой парень – киллер (2015);10
559936;Avengers: Endgame;Мстители: Финал (2019);10
559936;Avengers: Infinity War;Мстители: Война бесконечности (2018);10
559936;Fantastic Beasts and Where to Find Them;Фантастические твари и где они обитают (2016);10
559936; ;Кавказская пленница, или Новые приключения Шурика (1966);10
559936;Fantastic Beasts: The Crimes of Grindelwald;Фантастические твари: Преступления Грин-де-Вальда (2018);10
559936;Madagascar;Мадагаскар (2005);10
559936;Bean;Мистер Бин (1997);10
559936; ;Каникулы президента (2018);10
559936;The Predator;Хищник (2018);10
559936;Guardians of the Galaxy;Стражи Галактики (2014);10
559936;Guardians of the Galaxy Vol. 2;Стражи Галактики. Часть 2 (2017);10
559936;Mononoke-hime;Принцесса Мононоке (1997);10
559936;Yak;Железяки (2012);10
559936;Police Academy 4: Citizens on Patrol;Полицейская академия 4: Граждане в дозоре (1987);10
559936;Intouchables;1+1 (2011);10
559936;Kurenai no buta;Порко Россо (1992);10
559936; ;Монах и бес (2016);10
559936;Okami kodomo no Ame to Yuki;Волчьи дети Амэ и Юки (2012);10
559936;Akademia pana Kleksa;Академия пана Кляксы (1983);10
559936;3 Men and a Little Lady;Трое мужчин и маленькая леди (1990);
559936;Dirty Dancing;Грязные танцы (1987);
559936;This Is It;Майкл Джексон: Вот и всё (2009);
559936;Remember Me;Помни меня (2010);
559936;Juno;Джуно (2007);
559936;The World's Fastest Indian;Самый быстрый Indian (2005);
559936;Clara et moi;Клара и я (2004);
559936;The Pink Panther;Розовая пантера (2006);
559936; ;Лунный папа (1999);
559936;Free Willy;Освободите Вилли (1993);
559936;Les truffes;Придурки (1995);
559936;Edward Scissorhands;Эдвард руки-ножницы (1990);
559936;Kaze no tani no Naushika;Навсикая из долины ветров (1984);
559936;Mio min Mio;Мио, мой Мио (1987);
559936;Hot Shots! Part Deux;Горячие головы 2 (1993);
559936;Ghost;Привидение (1990);
559936;Point Break;На гребне волны (1991);
559936;Robin Hood: Men in Tights;Робин Гуд: Мужчины в трико (1993);
559936;Rain Man;Человек дождя (1988);
559936;The Green Mile;Зеленая миля (1999);
559937;Pride & Prejudice;Гордость и предубеждение (2005);
559937;Mysterious Skin;Загадочная кожа (2004);
559937;Queen of the Damned;Королева проклятых (2002);
559937;Secret Window;Тайное окно (2004);
559937;The Ring;Звонок (2002);10
559937;Twilight;Сумерки (2008);10
559937;The Cat in the Hat;Кот (2003);10
559937;District 9;Район №9 (2009);10
559937;Donnie Darko;Донни Дарко (2001);10
559937;1408;1408 (2007);10
559937;Eden Lake;Райское озеро (2008);10
559937;The Number 23;Роковое число 23 (2006);10
559937;Mystic River;Таинственная река (2003);10
559937;Klass;Класс (2007);10
559942;Crank: High Voltage;Адреналин: Высокое напряжение (2009);10
559947;The Dark Lurking;На предельной глубине (2008);1
559947;The Space Between;Между пространством (2010);10
559947;Orgy of the Damned;Оргия крови (2010);10
559947;Dear Frankie;Дорогой Фрэнки (2003);10
559947; ;Игра (1992);10
559947;Avatar;Аватар (2009);10
559947; ;Волчок (2009);10
559947;Schindler's List;Список Шиндлера (1993);1
559947;Saw VI;Пила 6 (2009);10
559947; ;Белый Бим Черное ухо (1976);10
559947;2012;2012 (2009);10
559947;Hachi: A Dog's Tale;Хатико: Самый верный друг (2008);10
559947; ;Ласковый май (2009);10
559947;April Showers;Апрельские дожди (2009);10
559947;Billy Owens and the Secret of the Runes;Билли Оуэнс и тайна рун (2010);10
559947;Banlieue 13 Ultimatum;13-й район: Ультиматум (2009);10
559947; ;Любовь в большом городе (2009);10
559947;Lymelife;Роскошная жизнь (2008);10
559947;Antichrist;Антихрист (2009);10
559947; ;КостяНика. Время лета (2006);10
559947; ;Любовь.ru (2008);10
559947;Gamer;Геймер (2009);10
559947;District 9;Район №9 (2009);10
559947; ;ЛОпуХИ: Эпизод первый (2009);10
559947;Session 9;Девятая сессия (2001);10
559947;The Mask of Zorro;Маска Зорро (1998);10
559947;La Bamba;Ла бамба (1987);10
559947;The Crossing Guard;Постовой на перекрестке (1995);10
559947; ;Каникулы строгого режима (2009);10
559947;Alien Trespass;Инопланетное вторжение (2009);10
559947;Drag Me to Hell;Затащи меня в Ад (2009);10
559947;Jumper;Телепорт (2008);10
559947;Samantha: An American Girl Holiday;Саманта: Каникулы американской девочки (2004);10
559947;Miss March;Мисс Март (2009);1
559947; ;Анна Каренина (2008);10
559947;Transmorphers: Fall of Man;Трансморферы 2: Закат человечества (2009);1
559947;Transmorphers;Трансморферы (2007);1
559947;Harry Potter and the Order of the Phoenix;Гарри Поттер и Орден Феникса (2007);10
559947;Harry Potter and the Goblet of Fire;Гарри Поттер и Кубок огня (2005);10
559947;Harry Potter and the Chamber of Secrets;Гарри Поттер и Тайная комната (2002);10
559947;Ice Age: Dawn of the Dinosaurs;Ледниковый период 3: Эра динозавров (2009);10
559947;Harry Potter and the Half-Blood Prince;Гарри Поттер и Принц-полукровка (2009);10
559947;Push;Пятое измерение (2009);10
559947;Land of the Lost;Затерянный мир (2009);10
559947;Transformers: Revenge of the Fallen;Трансформеры: Месть падших (2009);10
559947; ;Новая Земля (2008);10
559947;Alvin and the Chipmunks;Элвин и бурундуки (2007);10
559947;Eden Lake;Райское озеро (2008);10
559947;Strange Wilderness;Снежный человек (2006);1
559947;The Proposal;Предложение (2009);10
559948;The Great Gatsby;Великий Гэтсби (2013);1
559948;Star Wars: Episode V - The Empire Strikes Back;Звёздные войны: Эпизод 5 – Империя наносит ответный удар (1980);1
559948;The Hunger Games: Catching Fire;Голодные игры: И вспыхнет пламя (2013);10
559948;Hauru no ugoku shiro;Ходячий замок (2004);10
559948;LOL;Лето. Одноклассники. Любовь (2011);10
559948;Underworld Awakening;Другой мир: Пробуждение (2012);
559948;I Am Number Four;Я – Четвертый (2011);
559948;Pirates of the Caribbean: On Stranger Tides;Пираты Карибского моря: На странных берегах (2011);
559948;Harry Potter and the Deathly Hallows: Part 2;Гарри Поттер и Дары Смерти: Часть II (2011);
